year,Base case diesel consumed,Modeled residential ashp
2017,1653.96095939,-8694.39245651
2018,1653.96095939,-8694.39245651
2019,1653.96095939,-8694.39245651
2020,1523.29337631,-8825.0600396
2021,1523.29337631,-8825.0600396
2022,1523.29337631,-8825.0600396
2023,1523.29337631,-8825.0600396
2024,1523.29337631,-8825.0600396
2025,1523.29337631,-8825.0600396
2026,1523.29337631,-8825.0600396
2027,1523.29337631,-8825.0600396
2028,1523.29337631,-8825.0600396
2029,1523.29337631,-8825.0600396
2030,1523.29337631,-8825.0600396
2031,1523.29337631,-8825.0600396
