year,Base case diesel consumed,Modeled diesel efficiency
2019,21467.2127584,19515.6479621
2020,21467.2127584,19515.6479621
2021,21467.2127584,19515.6479621
2022,21373.0583164,19430.0530149
2023,21373.0583164,19430.0530149
2024,21373.0583164,19430.0530149
2025,21373.0583164,19430.0530149
2026,21373.0583164,19430.0530149
2027,21278.9038745,19344.4580677
2028,21278.9038745,19344.4580677
2029,21278.9038745,19344.4580677
2030,21278.9038745,19344.4580677
2031,21278.9038745,19344.4580677
2032,21278.9038745,19344.4580677
2033,21278.9038745,19344.4580677
2034,21278.9038745,19344.4580677
2035,21278.9038745,19344.4580677
2036,21278.9038745,19344.4580677
2037,21278.9038745,19344.4580677
2038,21278.9038745,19344.4580677
