year,Base case cost,Modeled non-residential energy efficiency
2017,463671.598506,492628.23019
2018,497858.858193,523786.852577
2019,544866.340261,567021.3518
2020,566233.377565,586172.627111
2021,580762.962932,598917.670333
2022,591873.82233,608470.061204
2023,599565.955759,614829.297219
2024,605548.726205,619601.934684
2025,613240.859634,626001.588715
2026,622642.356048,634027.791306
2027,630334.489477,640465.991024
2028,636317.259922,645315.741485
2029,644864.074844,652594.224809
2030,649992.163797,656676.350149
2031,659393.660211,664793.414126
