year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1279110.48,13418.85,1054804.86,1025614.07
2018,1275221.79,13377.38,1054804.86,1017914.59
2019,1274819.51,13372.71,1054804.86,1017914.59
2020,1273143.35,13355.15,1054804.86,1014064.85
2021,1271802.42,13340.85,1054804.86,1011498.36
2022,1270394.45,13325.58,1054804.86,1008931.86
2023,1268852.38,13309.08,1054804.86,1006365.37
2024,1266572.81,13284.17,1054804.86,1002515.63
2025,1264427.32,13261.45,1054804.86,998665.89
2026,1261946.61,13234.49,1054804.86,993532.9
2027,1258929.52,13202.58,1054804.86,988399.91
2028,1255577.2,13166.64,1054804.86,981983.68
2029,1253565.81,13144.69,1054804.86,978133.94
2030,1250883.96,13116.44,1054804.86,973000.95
2031,1252291.93,13131.2,1054804.86,975567.45
2032,1248403.24,,,967867.97
2033,1245185.02,,,962734.98
2034,1242302.02,,,957601.99
2035,1239955.4,,,952469.0
2036,1238078.1,,,949902.51
