year,Base case cost,Modeled residential energy efficiency
2017,199100.038018,196803.696788
2018,208592.98171,204848.198314
2019,231397.716768,225785.840551
2020,238368.999395,231638.37284
2021,242771.914739,235203.78215
2022,246441.010859,238121.87279
2023,249009.378143,240064.438632
2024,250843.926203,241359.283377
2025,253412.293487,243318.223109
2026,256347.570382,245613.065679
2027,258915.937666,247587.620796
2028,260750.485726,248913.705069
2029,274478.13964,262023.531747
2030,276389.283224,263440.754502
2031,279447.112959,265894.9591
