year,Base case cost,Modeled non-residential energy efficiency
2017,15295.7680257,14230.6462956
2018,16125.1357348,14931.6577762
2019,17292.393992,15932.0868721
2020,17876.0231206,16417.3728609
2021,18244.6309913,16713.3157756
2022,18551.8042169,16955.6559963
2023,18766.8254748,17117.225677
2024,18920.4120876,17225.1602259
2025,19135.4333455,17388.0497415
2026,19381.1719259,17578.7275045
2027,19596.1931838,17742.8757148
2028,19749.7797966,17853.328359
2029,19995.5183771,18045.8283905
2030,20149.1049899,18157.4532852
2031,20394.8435703,18351.0980919
