year,Base case cost,Modeled water and wastewater efficiency
2017,8836.86553717,11624.1645661
2018,9364.16737493,11855.9379185
2019,10118.5549907,12245.7620873
2020,10507.2724511,12389.1535127
2021,10758.9665426,12441.930954
2022,10978.2737561,12475.4887745
2023,11139.4001976,12472.0907292
2024,11268.8489167,12449.8395422
2025,11442.6613664,12460.499016
2026,11643.2408967,12492.0277753
2027,11823.6862707,12512.2871594
2028,11968.0884393,12510.4208446
2029,12225.3859094,12588.5336896
2030,12418.2209163,12624.91874
2031,12659.6246555,12696.5177224
