year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation solar [kWh/year],generation diesel [kWh/year]
2003,,113716.2,12797649.0,0.0,12797649.0
2004,,113716.2,12799182.0,0.0,12799182.0
2005,,113716.2,12585619.0,0.0,12585619.0
2006,,113716.2,12315840.0,0.0,12315840.0
2007,,113716.2,12065407.0,0.0,12065407.0
2008,,113716.2,12041414.0,0.0,12041414.0
2009,,113716.2,12300164.0,0.0,12300164.0
2010,,113716.2,11181825.0,0.0,11181825.0
2011,,113716.2,10581857.0,0.0,10581857.0
2012,,113716.2,10290200.0,0.0,10290200.0
2013,,113716.2,9914560.0,0.0,9914560.0
2014,,113716.2,9052200.0,0.0,9052200.0
2015,,113716.2,9257720.0,0.0,9257720.0
2016,start of forecast,113716.2,9669000.0,18760.0,9650240.0
2017,,113716.2,9667000.0,18760.0,9648240.0
2018,,113716.2,9666000.0,18760.0,9647240.0
2019,,113716.2,9664000.0,18760.0,9645240.0
2020,,113716.2,9663000.0,18760.0,9644240.0
2021,,113716.2,9661000.0,18760.0,9642240.0
2022,,113716.2,9659000.0,18760.0,9640240.0
2023,,113716.2,9657000.0,18760.0,9638240.0
2024,,113716.2,9656000.0,18760.0,9637240.0
2025,,113716.2,9654000.0,18760.0,9635240.0
2026,,113716.2,9653000.0,18760.0,9634240.0
2027,,113716.2,9651000.0,18760.0,9632240.0
2028,,113716.2,9650000.0,18760.0,9631240.0
2029,,113716.2,9650000.0,18760.0,9631240.0
2030,,113716.2,9650000.0,18760.0,9631240.0
2031,,113716.2,9649000.0,18760.0,9630240.0
2032,,113716.2,9647000.0,18760.0,9628240.0
2033,,113716.2,9645000.0,18760.0,9626240.0
2034,,113716.2,9643000.0,18760.0,9624240.0
2035,,113716.2,9641000.0,18760.0,9622240.0
2036,,113716.2,9640000.0,18760.0,9621240.0
2037,,113716.2,9640000.0,18760.0,9621240.0
2038,,113716.2,9639000.0,18760.0,9620240.0
2039,,113716.2,9638000.0,18760.0,9619240.0
2040,,113716.2,9636000.0,18760.0,9617240.0
