year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,683620.46,11368.81,961630.17,840663.88
2018,683549.6,11360.22,961630.17,837653.78
2019,683407.89,11354.48,961630.17,834643.68
2020,683337.04,11347.4,961630.17,831633.57
2021,683195.33,11339.31,961630.17,827118.42
2022,683053.62,11331.6,961630.17,824108.32
2023,682911.91,11323.11,961630.17,819593.16
2024,682841.06,11315.64,961630.17,816583.06
2025,682699.35,11308.37,961630.17,813572.96
2026,682628.5,11301.71,961630.17,810562.85
2027,682486.79,11294.52,961630.17,806047.7
2028,682415.93,11287.18,961630.17,803037.6
2029,682415.93,11287.71,961630.17,803037.6
2030,682415.93,11287.37,961630.17,803037.6
2031,682345.08,11284.45,961630.17,801532.55
2032,682203.37,,,798522.44
2033,682061.66,,,794007.29
2034,681919.95,,,789492.13
2035,681778.24,,,784976.98
2036,681707.39,,,781966.88
