year,annotation,diesel generation efficiency
2002,,14.48
2003,,14.39
2004,,14.45
2005,,14.41
2006,,13.83
2007,,14.3
2008,,14.24
2009,,14.12
2010,,14.32
2011,,14.07
2012,,14.03
2013,,14.24
2014,,14.52
2015,,14.67
2016,start of forecast,14.11
2017,,14.11
2018,,14.11
2019,,14.11
2020,,14.11
2021,,14.11
2022,,14.11
2023,,14.11
2024,,14.11
2025,,14.11
2026,,14.11
2027,,14.11
2028,,14.11
2029,,14.11
2030,,14.11
2031,,14.11
2032,,14.11
2033,,14.11
2034,,14.11
2035,,14.11
2036,,14.11
2037,,14.11
2038,,14.11
2039,,14.11
2040,,14.11
