year,Base case diesel consumed,Modeled diesel efficiency
2019,683407.89397,621279.903609
2020,683337.039549,621215.490499
2021,683195.330707,621086.664279
2022,683053.621866,620957.83806
2023,682911.913024,620829.01184
2024,682841.058603,620764.59873
2025,682699.349761,620635.77251
2026,682628.495341,620571.359401
2027,682486.786499,620442.533181
2028,682415.932078,620378.120071
2029,682415.932078,620378.120071
2030,682415.932078,620378.120071
2031,682345.077657,620313.706961
2032,682203.368816,620184.880742
2033,682061.659974,620056.054522
2034,681919.951132,619927.228302
2035,681778.242291,619798.402082
2036,681707.38787,619733.988973
2037,681707.38787,619733.988973
2038,681636.533449,619669.575863
