year,Base case cost,Modeled diesel efficiency
2019,1790528.6822,2198507.15121
2020,1913343.71074,2296780.13488
2021,2001762.31897,2364097.16997
2022,2069652.47425,2413058.1513
2023,2117026.93037,2443667.49725
2024,2150949.3346,2462339.69746
2025,2198291.90623,2493497.19868
2026,2252674.03462,2531332.7626
2027,2299980.4705,2563007.81785
2028,2333862.48771,2582744.4216
2029,2388455.76227,2621568.78252
2030,2422576.55888,2642035.06289
2031,2476912.6319,2681126.19435
2032,2537796.53199,2726411.42639
2033,2591834.3079,2765708.77866
2034,2652668.6099,2811415.13247
2035,2693024.05705,2838729.28819
2036,2754097.84699,2885097.97164
2037,2795000.29027,2913343.58936
2038,2856057.07515,2960120.8301
