year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,117476.51,9645.68,87972.87,54464.06
2018,117188.95,9644.59,87972.87,54464.06
2019,117117.06,9644.21,87972.87,54464.06
2020,116685.71,9642.76,87972.87,54464.06
2021,116470.04,9641.9,87972.87,54464.06
2022,116829.49,9643.25,87972.87,54464.06
2023,117260.84,9644.75,87972.87,54464.06
2024,117620.29,9646.09,87972.87,54464.06
2025,117764.08,9646.68,87972.87,54464.06
2026,117620.29,9646.32,87972.87,54464.06
2027,117548.4,9645.87,87972.87,54464.06
2028,117332.73,9645.07,87972.87,54464.06
2029,117476.51,9645.75,87972.87,54464.06
2030,117404.62,9645.38,87972.87,54464.06
2031,117692.19,9646.41,87972.87,54464.06
