year,Base case diesel consumed,Modeled residential ashp
2017,8278.74681744,-46185.3119701
2018,8278.74681744,-46185.3119701
2019,8278.74681744,-46185.3119701
2020,8278.74681744,-46185.3119701
2021,8278.74681744,-46185.3119701
2022,8278.74681744,-46185.3119701
2023,8278.74681744,-46185.3119701
2024,8278.74681744,-46185.3119701
2025,8278.74681744,-46185.3119701
2026,8278.74681744,-46185.3119701
2027,8278.74681744,-46185.3119701
2028,8278.74681744,-46185.3119701
2029,8278.74681744,-46185.3119701
2030,8278.74681744,-46185.3119701
2031,8278.74681744,-46185.3119701
