year,Base case cost,Modeled water and wastewater efficiency
2017,135693.075541,110857.274128
2018,143259.786301,115780.441582
2019,153495.440797,122578.44376
2020,158204.439974,125520.417012
2021,161408.24385,127418.419813
2022,163905.619165,128831.367585
2023,165649.031147,129725.069798
2024,167009.57844,130358.667479
2025,168731.811146,131252.312441
2026,170620.479423,132269.230967
2027,172316.863393,133158.782622
2028,173624.782737,133783.535666
2029,175539.327012,134839.799249
2030,176668.365648,135353.064984
2031,178592.451308,136429.242275
