year,Base case diesel consumed,Modeled residential energy efficiency
2017,54464.0587875,44198.7428034
2018,54464.0587875,44198.7428034
2019,54464.0587875,44198.7428034
2020,54464.0587875,44198.7428034
2021,54464.0587875,44198.7428034
2022,54464.0587875,44198.7428034
2023,54464.0587875,44198.7428034
2024,54464.0587875,44198.7428034
2025,54464.0587875,44198.7428034
2026,54464.0587875,44198.7428034
2027,54464.0587875,44198.7428034
2028,54464.0587875,44198.7428034
2029,54464.0587875,44198.7428034
2030,54464.0587875,44198.7428034
2031,54464.0587875,44198.7428034
