year,Base case diesel consumed,Modeled non-residential ashp
2017,12140.2562703,-14251.6051868
2018,12140.2562703,-14251.6051868
2019,12140.2562703,-14251.6051868
2020,12140.2562703,-14251.6051868
2021,12140.2562703,-14251.6051868
2022,12140.2562703,-14251.6051868
2023,12140.2562703,-14251.6051868
2024,12140.2562703,-14251.6051868
2025,12140.2562703,-14251.6051868
2026,12140.2562703,-14251.6051868
2027,12140.2562703,-14251.6051868
2028,12140.2562703,-14251.6051868
2029,12140.2562703,-14251.6051868
2030,12140.2562703,-14251.6051868
2031,12140.2562703,-14251.6051868
