year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,72806.1614285,53876.5594571
2018,72806.1614285,53876.5594571
2019,72806.1614285,53876.5594571
2020,72806.1614285,53876.5594571
2021,72806.1614285,53876.5594571
2022,72806.1614285,53876.5594571
2023,72806.1614285,53876.5594571
2024,72806.1614285,53876.5594571
2025,72806.1614285,53876.5594571
2026,72806.1614285,53876.5594571
2027,72806.1614285,53876.5594571
2028,72806.1614285,53876.5594571
2029,72806.1614285,53876.5594571
2030,72806.1614285,53876.5594571
2031,72806.1614285,53876.5594571
