year,Base case diesel consumed,Modeled residential energy efficiency
2017,85692.7340394,63744.7596537
2018,84214.9470166,62266.9726309
2019,84214.9470166,62266.9726309
2020,82737.1599938,60789.1856081
2021,82737.1599938,60789.1856081
2022,82737.1599938,60789.1856081
2023,82737.1599938,60789.1856081
2024,82737.1599938,60789.1856081
2025,82737.1599938,60789.1856081
2026,82737.1599938,60789.1856081
2027,82737.1599938,60789.1856081
2028,81259.3729711,59311.3985854
2029,81259.3729711,59311.3985854
2030,81259.3729711,59311.3985854
2031,81259.3729711,59311.3985854
2032,81259.3729711,59311.3985854
2033,81259.3729711,59311.3985854
2034,79781.5859483,57833.6115626
2035,79781.5859483,57833.6115626
2036,79781.5859483,57833.6115626
