year,Base case diesel consumed,Modeled diesel efficiency
2019,92252.0461663,83865.4965148
2020,92179.5577298,83799.5979362
2021,92179.5577298,83799.5979362
2022,92179.5577298,83799.5979362
2023,92179.5577298,83799.5979362
2024,92179.5577298,83799.5979362
2025,92179.5577298,83799.5979362
2026,92179.5577298,83799.5979362
2027,92107.0692934,83733.6993577
2028,92034.580857,83667.8007791
2029,92034.580857,83667.8007791
2030,92034.580857,83667.8007791
2031,92034.580857,83667.8007791
2032,91962.0924206,83601.9022005
2033,91962.0924206,83601.9022005
2034,91889.6039842,83536.003622
2035,91817.1155477,83470.1050434
2036,91817.1155477,83470.1050434
2037,91817.1155477,83470.1050434
2038,91744.6271113,83404.2064648
