year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9708.37351565,6310.44278517
2018,9705.85702491,6308.80706619
2019,9703.77155893,6307.45151331
2020,9701.97153011,6306.28149457
2021,9701.35408379,6305.88015446
2022,9701.23411745,6305.80217634
2023,9701.80352386,6306.17229051
2024,9702.09856899,6306.36406984
2025,9702.60071951,6306.69046768
2026,9701.42601021,6305.92690664
2027,9698.36333235,6303.93616603
2028,9697.59843019,6303.43897963
2029,9697.00740583,6303.05481379
2030,9696.50445463,6302.72789551
2031,9695.78438972,6302.25985332
