year,Base case cost,Modeled water and wastewater efficiency
2017,140500.826712,115090.47179
2018,147922.17815,120279.631593
2019,157838.342074,127213.627564
2020,162393.072283,130398.189572
2021,165442.375307,132530.427073
2022,167737.434369,134135.40211
2023,169475.055148,135350.841114
2024,170823.032303,136293.668099
2025,172367.881838,137374.270437
2026,174253.246748,138692.25777
2027,175897.837681,139840.995915
2028,177217.90738,140763.816291
2029,178924.99393,141957.365514
2030,180060.015929,142750.889281
2031,181954.500789,144075.424038
