year,Base case cost,Modeled diesel efficiency
2019,153688.610966,300611.130544
2020,163216.476336,305501.868248
2021,169430.301577,307468.224036
2022,173987.106754,308014.508332
2023,177301.146882,307515.293697
2024,180200.931995,306721.795568
2025,183514.972124,306385.275737
2026,186847.404124,306143.97463
2027,190154.437825,305956.243153
2028,193048.092314,305467.574738
2029,197185.387654,306182.596628
2030,199256.662735,305090.812581
2031,203399.212895,305951.726833
2032,207541.763056,306880.727968
2033,211236.777671,307469.369716
2034,215370.569798,308521.832829
2035,217850.845074,308134.509645
2036,222398.016413,309688.107541
2037,224878.291689,309423.182329
2038,229425.463028,311096.309487
