year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,38906.6714302,28790.9368583
2018,38906.6714302,28790.9368583
2019,38906.6714302,28790.9368583
2020,38906.6714302,28790.9368583
2021,38906.6714302,28790.9368583
2022,38906.6714302,28790.9368583
2023,38906.6714302,28790.9368583
2024,38906.6714302,28790.9368583
2025,38906.6714302,28790.9368583
2026,38906.6714302,28790.9368583
2027,38906.6714302,28790.9368583
2028,38906.6714302,28790.9368583
2029,38906.6714302,28790.9368583
2030,38906.6714302,28790.9368583
2031,38906.6714302,28790.9368583
