year,annotation,diesel generation efficiency
2002,,11.76
2003,,12.31
2004,,11.62
2005,,11.92
2006,,11.69
2007,,11.58
2008,,9.96
2009,,0.0
2010,,11.5
2011,,11.94
2012,,11.15
2013,,11.16
2014,start of forecast,11.42
2015,,11.42
2016,,11.42
2017,,11.42
2018,,11.42
2019,,11.42
2020,,11.42
2021,,11.42
2022,,11.42
2023,,11.42
2024,,11.42
2025,,11.42
2026,,11.42
2027,,11.42
2028,,11.42
2029,,11.42
2030,,11.42
2031,,11.42
2032,,11.42
2033,,11.42
2034,,11.42
2035,,11.42
2036,,11.42
2037,,11.42
2038,,11.42
2039,,11.42
2040,,11.42
