year,Base case cost,Modeled non-residential energy efficiency
2017,266276.151252,290018.905655
2018,286363.715226,307133.90951
2019,314131.818368,331275.428389
2020,327720.464586,342523.590174
2021,336582.625163,349491.473243
2022,343081.542919,354331.883711
2023,347808.02856,357582.570487
2024,351943.703496,360319.654007
2025,356670.189137,363619.268645
2026,361987.485483,367480.847822
2027,366713.971124,370827.123699
2028,370849.64606,373657.555961
2029,376166.942406,377586.688735
2030,379120.995932,379383.863134
2031,385029.102983,383893.791332
