year,Base case cost,Modeled water and wastewater efficiency
2017,59527.3291347,45645.3704602
2018,63882.4105618,48597.7438508
2019,69905.9542699,52717.1513285
2020,72852.0323526,54689.8386955
2021,74770.0433394,55946.6751175
2022,76170.6198714,56844.1362677
2023,77181.2483685,57471.1870302
2024,78066.9271566,58012.8533734
2025,79083.8485162,58647.9690309
2026,80233.7860767,59377.7385887
2027,81252.961149,60017.9088086
2028,82141.8928098,60568.8047179
2029,83311.154549,61317.1816751
2030,83961.8846172,61705.0771925
2031,85246.4822277,62537.075835
