year,Base case cost,Modeled wind power
2019,153688.610966,
2020,163216.476336,
2021,169430.301577,
2022,173987.106754,
2023,177301.146882,
2024,180200.931995,
2025,183514.972124,
2026,186847.404124,
2027,190154.437825,
2028,193048.092314,
2029,197185.387654,
2030,199256.662735,
2031,203399.212895,
2032,207541.763056,
2033,211236.777671,
2034,215370.569798,
2035,217850.845074,
2036,222398.016413,
2037,224878.291689,
2038,229425.463028,
