year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,140874.82,5749.39,54380.16,90150.74
2018,141087.3,5756.25,54380.16,90839.57
2019,141158.12,5760.04,54380.16,91528.39
2020,141299.78,5764.29,54380.16,91528.39
2021,141441.43,5769.69,54380.16,92217.22
2022,141583.09,5774.41,54380.16,92906.04
2023,141724.74,5779.76,54380.16,92906.04
2024,141795.57,5784.58,54380.16,93594.86
2025,141937.22,5789.55,54380.16,94283.69
2026,142078.87,5794.16,54380.16,94283.69
2027,142220.53,5799.71,54380.16,94972.51
2028,142362.18,5805.7,54380.16,95661.33
2029,142362.18,5805.16,54380.16,95661.33
2030,142433.01,5806.57,54380.16,95661.33
2031,142503.84,5810.95,54380.16,96350.16
2032,142787.14,5819.95,54380.16,97038.98
2033,143070.45,5830.21,54380.16,97727.81
2034,143353.76,5840.54,54380.16,99105.45
2035,143566.24,5850.23,54380.16,99794.28
2036,143849.55,5859.02,54380.16,100483.1
2037,144062.03,5867.31,54380.16,101171.92
2038,144274.51,5876.42,54380.16,102549.57
2039,144557.82,5886.94,54380.16,103238.4
2040,144911.95,5898.46,54380.16,103927.22
