year,Base case cost,Modeled diesel efficiency
2019,368422.704102,569050.291656
2020,394226.380871,587020.978981
2021,413008.981448,598737.476042
2022,426165.088606,605464.571148
2023,436512.198672,609760.681017
2024,445238.079705,612702.720204
2025,454199.106233,615975.49477
2026,466018.708723,621961.200076
2027,476438.770554,626786.14381
2028,485455.042108,630443.848343
2029,496844.016703,636364.936215
2030,502788.523157,637440.394946
2031,515863.887585,645099.904265
2032,528312.433448,652288.653184
2033,542237.013083,660916.003603
2034,556212.588127,669684.198451
2035,565650.988342,674419.959359
2036,579713.680542,683449.72995
2037,587773.079915,687109.957601
2038,603067.452888,697433.367536
