year,Base case cost,Modeled water and wastewater efficiency
2017,40192.5968452,47147.8047441
2018,42976.1854549,48647.698024
2019,46957.6908249,50987.5331967
2020,48818.7162884,51867.4626677
2021,50185.2097082,52414.4226701
2022,51141.4841802,52686.3193968
2023,51901.7483574,52831.6385018
2024,52556.6428837,52912.796874
2025,53213.9592993,53004.4162557
2026,54072.8910957,53244.281763
2027,54840.0870914,53429.0677568
2028,55510.8049715,53555.2082595
2029,56322.7317521,53786.092078
2030,56745.4356806,53755.2854839
2031,57709.3865611,54107.7535387
