year,Base case cost,Modeled biomass for heat (cordwood)
2017,359368.053201,393003.984802
2018,401795.934161,430906.295651
2019,462788.089828,485688.794999
2020,490101.25512,509784.154851
2021,512154.734757,529343.997382
2022,528259.531747,543537.252452
2023,538994.859686,552659.36239
2024,550664.258,562871.810446
2025,562416.936313,573181.758272
2026,574788.141606,583840.706154
2027,588235.171242,595730.746109
2028,600217.169556,606310.704641
2029,612680.998232,617102.012919
2030,618922.780879,622250.731689
2031,635763.597869,637302.284946
2032,651177.521475,651080.696135
2033,668286.726404,666424.444257
2034,688499.143031,684882.890712
2035,701116.866637,696182.981683
2036,718640.010243,711974.327042
