year,Base case diesel consumed,Modeled wind power
2019,141158.124177,116724.937581
2020,141299.77809,116866.591494
2021,141441.432003,117008.245407
2022,141583.085916,117149.89932
2023,141724.739829,117291.553233
2024,141795.566785,117362.380189
2025,141937.220698,117504.034102
2026,142078.874611,117645.688015
2027,142220.528524,117787.341928
2028,142362.182436,117928.995841
2029,142362.182436,117928.995841
2030,142433.009393,117999.822797
2031,142503.836349,118070.649754
2032,142787.144175,118353.957579
2033,143070.452001,118637.265405
2034,143353.759827,118920.573231
2035,143566.240696,119133.0541
2036,143849.548522,119416.361926
2037,144062.029391,119628.842795
2038,144274.51026,119841.323664
