year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,54380.1606297,40241.318866
2018,54380.1606297,40241.318866
2019,54380.1606297,40241.318866
2020,54380.1606297,40241.318866
2021,54380.1606297,40241.318866
2022,54380.1606297,40241.318866
2023,54380.1606297,40241.318866
2024,54380.1606297,40241.318866
2025,54380.1606297,40241.318866
2026,54380.1606297,40241.318866
2027,54380.1606297,40241.318866
2028,54380.1606297,40241.318866
2029,54380.1606297,40241.318866
2030,54380.1606297,40241.318866
2031,54380.1606297,40241.318866
