year,Base case cost,Modeled water and wastewater efficiency
2017,86940.4421756,120545.669436
2018,92862.7484794,123308.817955
2019,101471.866796,127988.201066
2020,105384.230412,129406.624176
2021,108166.632724,130063.704734
2022,110282.185013,130283.629469
2023,111719.711755,130057.673868
2024,112722.69889,129556.148606
2025,114168.176475,129392.97217
2026,115838.766924,129415.183434
2027,117280.183639,129303.536604
2028,118275.905202,128905.7079
2029,120030.624907,129066.993278
2030,121103.64174,128775.222441
2031,122810.41913,128951.667953
