year,Base case diesel consumed,Modeled residential energy efficiency
2017,666299.289587,511562.415718
2018,663289.186866,508552.312997
2019,660279.084144,505542.210275
2020,657268.981423,502532.107553
2021,652753.82734,498016.953471
2022,649743.724618,495006.850749
2023,645228.570536,490491.696667
2024,642218.467814,487481.593945
2025,639208.365093,484471.491224
2026,634693.21101,479956.337141
2027,631683.108289,476946.23442
2028,628673.005567,473936.131698
2029,628673.005567,473936.131698
2030,627167.954206,472431.080337
2031,625662.902845,470926.028976
