year,Base case diesel consumed,Modeled non-residential ashp
2017,90551.871176,-105250.192061
2018,90551.871176,-105250.192061
2019,90551.871176,-105250.192061
2020,90551.871176,-105250.192061
2021,90551.871176,-105250.192061
2022,90551.871176,-105250.192061
2023,90551.871176,-105250.192061
2024,90551.871176,-105250.192061
2025,90551.871176,-105250.192061
2026,90551.871176,-105250.192061
2027,90551.871176,-105250.192061
2028,90551.871176,-105250.192061
2029,90551.871176,-105250.192061
2030,90551.871176,-105250.192061
2031,90551.871176,-105250.192061
