year,Base case cost,Modeled residential energy efficiency
2017,4182203.17974,4037741.26449
2018,4407905.29133,4207901.9266
2019,4739421.16631,4465630.48509
2020,4879783.9353,4565015.67974
2021,4963109.74492,4615408.37421
2022,5029614.90476,4653922.93109
2023,5057508.04204,4658760.93743
2024,5078562.57477,4660141.56549
2025,5116660.75255,4675750.87605
2026,5151122.17114,4686449.27677
2027,5187937.72085,4701315.99131
2028,5207038.71237,4701823.44518
2029,5275686.8783,4747490.42179
2030,5306334.7366,4760047.68638
2031,5362409.93329,4793632.84966
