year,Base case cost,Modeled non-residential energy efficiency
2017,205713.753151,246546.604069
2018,226263.631959,263300.443333
2019,255620.601685,287916.802483
2020,269565.162305,298870.213922
2021,279106.177466,305943.794444
2022,286445.419897,311093.538614
2023,291582.889599,314318.674256
2024,295986.435058,316922.970634
2025,300389.980517,319557.953134
2026,306995.298705,324179.687911
2027,312132.768407,327526.163686
2028,316536.313866,330248.956295
2029,322407.707811,334304.181393
2030,325343.404784,335777.614082
2031,331948.722972,340538.971649
