year,Base case cost,Modeled diesel efficiency
2019,136041.340102,291578.676422
2020,145614.619591,296346.39066
2021,152164.758188,298458.027753
2022,157203.32634,299285.581017
2023,160730.324047,298826.939583
2024,163753.464938,297996.144808
2025,166776.605829,297249.235319
2026,171311.317166,297958.40012
2027,174838.314872,297831.460799
2028,177861.455763,297324.59389
2029,181892.310285,297810.123718
2030,183907.737546,296537.95185
2031,188442.448882,297628.797251
2032,192977.160219,298790.696212
2033,197511.871556,300021.983338
2034,202046.582892,301321.032556
2035,205069.723784,301312.100503
2036,210108.291936,303199.99798
2037,212627.576012,302860.745384
2038,217666.144163,304873.38028
