year,Base case cost,Modeled water and wastewater efficiency
2017,5538.45487304,2913.83176672
2018,6087.45300543,3185.46458028
2019,6871.73605171,3575.41146333
2020,7244.27049869,3758.57734235
2021,7499.16248873,3882.72940082
2022,7695.2332503,3977.41932443
2023,7832.4827834,4042.64496292
2024,7950.12524034,4098.10680763
2025,8067.76769728,4153.65410387
2026,8244.2313827,4238.83873667
2027,8381.4809158,4304.40227053
2028,8499.12337274,4360.19409122
2029,8655.97998199,4435.76622163
2030,8734.40828662,4472.00906444
2031,8910.87197203,4557.58250426
