year,Base case cost,Modeled residential energy efficiency
2017,58999.5891364,65232.831452
2018,64858.3222227,69787.8305434
2019,73227.9409172,76459.8599658
2020,77203.5097972,79450.3976919
2021,79923.6358729,81394.8487794
2022,82016.0405466,82820.1422841
2023,83480.7238181,83726.0915986
2024,84736.1666223,84463.9278747
2025,85991.6094265,85209.179872
2026,87874.7736328,86488.7939457
2027,89339.4569043,87424.0667625
2028,90594.8997085,88190.5392732
2029,92268.8234474,89315.1697959
2030,93105.7853169,89743.5599167
2031,94988.9495232,91056.9157468
