year,Base case diesel consumed,Modeled residential ashp
2017,1976.93829364,-11476.4143131
2018,1976.93829364,-11476.4143131
2019,1976.93829364,-11476.4143131
2020,1976.93829364,-11476.4143131
2021,1976.93829364,-11476.4143131
2022,1976.93829364,-11476.4143131
2023,1976.93829364,-11476.4143131
2024,1976.93829364,-11476.4143131
2025,1976.93829364,-11476.4143131
2026,1976.93829364,-11476.4143131
2027,1976.93829364,-11476.4143131
2028,1976.93829364,-11476.4143131
2029,1976.93829364,-11476.4143131
2030,1976.93829364,-11476.4143131
2031,1976.93829364,-11476.4143131
