year,Base case diesel consumed,Modeled non-residential ashp
2017,5757.3779463,-6758.6610674
2018,5757.3779463,-6758.6610674
2019,5757.3779463,-6758.6610674
2020,5757.3779463,-6758.6610674
2021,5757.3779463,-6758.6610674
2022,5757.3779463,-6758.6610674
2023,5757.3779463,-6758.6610674
2024,5757.3779463,-6758.6610674
2025,5757.3779463,-6758.6610674
2026,5757.3779463,-6758.6610674
2027,5757.3779463,-6758.6610674
2028,5757.3779463,-6758.6610674
2029,5757.3779463,-6758.6610674
2030,5757.3779463,-6758.6610674
2031,5757.3779463,-6758.6610674
