year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,50385.68,824.0,41720.13,13453.35
2018,50385.68,824.0,41720.13,13453.35
2019,50385.68,824.0,41720.13,13453.35
2020,50385.68,824.0,41720.13,13453.35
2021,50385.68,824.0,41720.13,13453.35
2022,50385.68,824.0,41720.13,13453.35
2023,50385.68,824.0,41720.13,13453.35
2024,50385.68,824.0,41720.13,13453.35
2025,50385.68,824.0,41720.13,13453.35
2026,50385.68,824.0,41720.13,13453.35
2027,50385.68,824.0,41720.13,13453.35
2028,50385.68,824.0,41720.13,13453.35
2029,50385.68,824.0,41720.13,13453.35
2030,50385.68,824.0,41720.13,13453.35
2031,50385.68,824.0,41720.13,13453.35
