year,Base case diesel consumed,Modeled residential energy efficiency
2017,163471.103676,127669.3002
2018,165657.221408,129855.417933
2019,167843.33914,132041.535665
2020,170029.456872,134227.653397
2021,172215.574605,136413.771129
2022,174401.692337,138599.888862
2023,176587.810069,140786.006594
2024,178773.927802,142972.124326
2025,180960.045534,145158.242059
2026,183146.163266,147344.359791
2027,185332.280998,149530.477523
2028,187518.398731,151716.595255
2029,189704.516463,153902.712988
2030,191890.634195,156088.83072
2031,194076.751928,158274.948452
2032,196262.86966,160461.066185
2033,198448.987392,162647.183917
2034,201728.163991,165926.360515
2035,203914.281723,168112.478248
2036,206100.399455,170298.59598
