year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,93105.8,6446833.0,6446833.0
2004,,93105.8,6563733.0,6563733.0
2005,,93105.8,5877207.0,5877207.0
2006,,93105.8,6392826.0,6392826.0
2007,,93105.8,6720000.0,6720000.0
2008,,93105.8,6982000.0,6982000.0
2009,,93105.8,6264956.0,6264956.0
2010,,93105.8,6561464.0,6561464.0
2011,,93105.8,6464915.0,6464915.0
2012,,93105.8,6680590.0,6680590.0
2013,,93105.8,6761550.0,6761550.0
2014,start of forecast,93105.8,6298000.0,6298000.0
2015,,93105.8,6189000.0,6189000.0
2016,,93105.8,6078000.0,6078000.0
2017,,93105.8,5969000.0,5969000.0
2018,,93105.8,5864000.0,5864000.0
2019,,93105.8,5762000.0,5762000.0
2020,,93105.8,5661000.0,5661000.0
2021,,93105.8,5560000.0,5560000.0
2022,,93105.8,5463000.0,5463000.0
2023,,93105.8,5369000.0,5369000.0
2024,,93105.8,5274000.0,5274000.0
2025,,93105.8,5182000.0,5182000.0
2026,,93105.8,5088000.0,5088000.0
2027,,93105.8,4991000.0,4991000.0
2028,,93105.8,4893000.0,4893000.0
2029,,93105.8,4809000.0,4809000.0
2030,,93105.8,4723000.0,4723000.0
2031,,93105.8,4631000.0,4631000.0
2032,,93105.8,4524000.0,4524000.0
2033,,93105.8,4416000.0,4416000.0
2034,,93105.8,4308000.0,4308000.0
2035,,93105.8,4202000.0,4202000.0
2036,,93105.8,4099000.0,4099000.0
2037,,93105.8,3999000.0,3999000.0
2038,,93105.8,3897000.0,3897000.0
2039,,93105.8,3789000.0,3789000.0
2040,,93105.8,3675000.0,3675000.0
