year,Base case diesel consumed,Modeled residential energy efficiency
2017,273785.523126,196594.719099
2018,275892.632158,198701.828131
2019,276946.186674,199755.382647
2020,277999.74119,200808.937163
2021,280106.850222,202916.046195
2022,281160.404737,203969.600711
2023,282213.959253,205023.155227
2024,284321.068285,207130.264258
2025,285374.622801,208183.818774
2026,286428.177317,209237.37329
2027,288535.286349,211344.482322
2028,289588.840865,212398.036838
2029,289588.840865,212398.036838
2030,290642.395381,213451.591354
2031,292749.504413,215558.700386
2032,294856.613445,217665.809418
2033,298017.276992,220826.472966
2034,301177.94054,223987.136513
2035,305392.158604,228201.354577
2036,308552.822152,231362.018125
