year,Base case diesel consumed,Modeled non-residential ashp
2017,415493.607947,363527.227264
2018,418691.331201,366724.950518
2019,420290.192828,368323.812145
2020,421889.054455,369922.673773
2021,425086.77771,373120.397027
2022,426685.639337,374719.258654
2023,428284.500964,376318.120281
2024,431482.224218,379515.843535
2025,433081.085845,381114.705163
2026,434679.947472,382713.56679
2027,437877.670727,385911.290044
2028,439476.532354,387510.151671
2029,439476.532354,387510.151671
2030,441075.393981,389109.013298
2031,444273.117235,392306.736553
