year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,0.0,18666.2,7220.12
2018,0.0,0.0,18666.2,7220.12
2019,0.0,0.0,18666.2,7220.12
2020,0.0,0.0,18666.2,7220.12
2021,0.0,0.0,18666.2,6420.18
2022,0.0,0.0,18666.2,6420.18
2023,0.0,0.0,18666.2,6420.18
2024,0.0,0.0,18666.2,7220.12
2025,0.0,0.0,18666.2,7220.12
2026,0.0,0.0,18666.2,7220.12
2027,0.0,0.0,18666.2,7220.12
2028,0.0,0.0,18666.2,7220.12
2029,0.0,0.0,18666.2,8819.98
2030,0.0,0.0,18666.2,10419.85
2031,52768.73,0.0,18666.2,11219.78
2032,0.0,0.0,18666.2,10419.85
2033,0.0,0.0,18666.2,9619.91
2034,0.0,0.0,18666.2,8819.98
2035,0.0,0.0,18666.2,8819.98
2036,0.0,0.0,18666.2,8819.98
2037,0.0,0.0,18666.2,9619.91
2038,0.0,0.0,18666.2,10419.85
2039,0.0,0.0,18666.2,10419.85
2040,0.0,0.0,18666.2,9619.91
