year,annotation,Average Load
2003,,23157.0
2004,,23475.0
2005,,23708.0
2006,,24843.0
2007,,25502.0
2008,,26082.0
2009,,26638.0
2010,,26315.0
2011,,28443.0
2012,,29355.0
2013,,29331.0
2014,,28827.0
2015,start of forecast,25947.0
2016,,24983.0
2017,,24038.0
2018,,23465.0
2019,,23367.0
2020,,23238.0
2021,,22990.0
2022,,22990.0
2023,,23050.0
2024,,23297.0
2025,,23509.0
2026,,23692.0
2027,,23870.0
2028,,23794.0
2029,,25555.0
2030,,27170.0
2031,,28356.0
2032,,27688.0
2033,,26562.0
2034,,25632.0
2035,,25249.0
2036,,25570.0
2037,,26496.0
2038,,27278.0
2039,,27319.0
2040,,26798.0
