year,Base case diesel consumed,Modeled residential energy efficiency
2017,7220.1160793,5193.70585301
2018,7220.1160793,5193.70585301
2019,7220.1160793,5193.70585301
2020,7220.1160793,5193.70585301
2021,6420.18348907,4393.77326277
2022,6420.18348907,4393.77326277
2023,6420.18348907,4393.77326277
2024,7220.1160793,5193.70585301
2025,7220.1160793,5193.70585301
2026,7220.1160793,5193.70585301
2027,7220.1160793,5193.70585301
2028,7220.1160793,5193.70585301
2029,8819.98125977,6793.57103347
2030,10419.8464402,8393.43621394
2031,11219.7790305,9193.36880417
2032,10419.8464402,8393.43621394
2033,9619.91385,7593.50362371
2034,8819.98125977,6793.57103347
2035,8819.98125977,6793.57103347
2036,8819.98125977,6793.57103347
