year,Base case cost,Modeled biomass for heat (cordwood)
2017,61125.2128211,77557.5660292
2018,68114.4328211,82883.7245076
2019,77951.1128211,90530.4850451
2020,82610.5928211,93980.8780139
2021,83318.7142467,93730.9366619
2022,85576.4542467,95232.8135465
2023,87332.4742467,96337.7084248
2024,91670.6928211,100080.723767
2025,93223.8528211,101045.79042
2026,95294.7328211,102438.237576
2027,97106.7528211,103627.246614
2028,98401.0528211,104402.439991
2029,106682.04997,112024.872802
2030,114346.467119,119182.964573
2031,119882.405693,124072.820496
2032,119000.227119,122550.581575
2033,118272.908544,121140.442441
2034,117401.58997,119592.046626
2035,118775.88997,120489.443575
2036,121249.62997,122297.192296
