year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,18666.1987448,13812.9870712
2018,18666.1987448,13812.9870712
2019,18666.1987448,13812.9870712
2020,18666.1987448,13812.9870712
2021,18666.1987448,13812.9870712
2022,18666.1987448,13812.9870712
2023,18666.1987448,13812.9870712
2024,18666.1987448,13812.9870712
2025,18666.1987448,13812.9870712
2026,18666.1987448,13812.9870712
2027,18666.1987448,13812.9870712
2028,18666.1987448,13812.9870712
2029,18666.1987448,13812.9870712
2030,18666.1987448,13812.9870712
2031,18666.1987448,13812.9870712
