year,Base case diesel consumed,Modeled residential ashp
2017,4411.42514463,-18581.7524661
2018,4142.74164269,-18850.435968
2019,4142.74164269,-18850.435968
2020,4142.74164269,-18850.435968
2021,4142.74164269,-18850.435968
2022,3874.05814074,-19119.11947
2023,3874.05814074,-19119.11947
2024,3874.05814074,-19119.11947
2025,3874.05814074,-19119.11947
2026,3605.3746388,-19387.8029719
2027,3605.3746388,-19387.8029719
2028,3605.3746388,-19387.8029719
2029,3336.69113685,-19656.4864739
2030,3336.69113685,-19656.4864739
2031,3336.69113685,-19656.4864739
