year,Base case diesel consumed,Modeled residential ashp
2017,60539.7953884,9076.70793984
2018,60539.7953884,9076.70793984
2019,60539.7953884,9076.70793984
2020,60539.7953884,9076.70793984
2021,60539.7953884,9076.70793984
2022,60539.7953884,9076.70793984
2023,60539.7953884,9076.70793984
2024,60539.7953884,9076.70793984
2025,60539.7953884,9076.70793984
2026,60539.7953884,9076.70793984
2027,59217.6530746,7754.56562606
2028,59217.6530746,7754.56562606
2029,59217.6530746,7754.56562606
2030,59217.6530746,7754.56562606
2031,59217.6530746,7754.56562606
