year,Base case diesel consumed,Modeled non-residential ashp
2017,60539.7953884,47268.7185754
2018,60539.7953884,47268.7185754
2019,60539.7953884,47268.7185754
2020,60539.7953884,47268.7185754
2021,60539.7953884,47268.7185754
2022,60539.7953884,47268.7185754
2023,60539.7953884,47268.7185754
2024,60539.7953884,47268.7185754
2025,60539.7953884,47268.7185754
2026,60539.7953884,47268.7185754
2027,59217.6530746,45946.5762616
2028,59217.6530746,45946.5762616
2029,59217.6530746,45946.5762616
2030,59217.6530746,45946.5762616
2031,59217.6530746,45946.5762616
