year,Base case cost,Modeled wind power
2019,85381.2429788,
2020,91556.6293564,
2021,95602.9410819,
2022,98609.322877,
2023,100834.687337,
2024,102635.306754,
2025,104549.334167,
2026,107053.939072,
2027,108951.918184,
2028,110345.980632,
2029,113226.115789,
2030,114509.979901,
2031,116976.068882,
2032,119216.946701,
2033,121438.566558,
2034,123934.612368,
2035,125301.927647,
2036,127753.038214,
2037,129022.993798,
2038,131435.588441,
