year,Base case cost,Modeled residential energy efficiency
2017,776562.242088,863265.902333
2018,820312.421273,898066.080335
2019,882843.667556,950047.240971
2020,927944.174871,988092.925351
2021,955187.004563,1009319.49165
2022,978511.306844,1027286.2689
2023,999211.256764,1043096.46553
2024,1018653.0339,1057925.3452
2025,1038274.82234,1073020.22568
2026,1067285.4316,1097210.29585
2027,1101370.30942,1126745.44311
2028,1121721.14365,1142815.43338
2029,1150184.6248,1166887.4749
2030,1169340.2902,1182105.67993
2031,1199989.00237,1208325.10784
2032,1231015.73829,1234995.3954
2033,1264119.69845,1263625.23343
2034,1289291.023,1284580.70022
2035,1324610.88464,1316130.14306
2036,1350376.24651,1337813.72477
