year,Base case cost,Modeled non-residential energy efficiency
2017,870364.823545,899131.201509
2018,911800.31341,933319.660395
2019,968152.579628,981061.110733
2020,994671.293142,1001923.12191
2021,1012902.90868,1015370.55966
2022,1026162.26544,1024396.58553
2023,1036106.78301,1030496.96956
2024,1044393.88098,1035167.52076
2025,1052680.97895,1039904.08616
2026,1064282.91612,1047699.98129
2027,1074227.43368,1054061.40107
2028,1082514.53166,1058986.87001
2029,1092459.04922,1065469.80986
2030,1099088.7276,1069016.51939
2031,1110690.66477,1077112.78118
