year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1667656
2004,,0,0,0,0,0,1746981
2005,,0,0,0,0,0,1709819
2006,,0,0,0,0,0,1828348
2007,,0,0,0,0,0,1897593
2008,,0,0,0,0,0,2017021
2009,,0,0,0,0,0,1929725
2010,,0,0,72212,0,0,1665105
2011,,0,0,409240,0,0,1457918
2012,,0,0,536996,0,0,1433812
2013,,0,0,568466,0,0,1496746
2014,start of forecast,0,0,504901,0,0,1448099
2015,,0,0,536788,0,0,1429212
2016,,0,0,536718,0,0,1446282
2017,,0,0,526135,0,0,1474865
2018,,0,0,533214,0,0,1483786
2019,,0,0,532022,0,0,1505978
2020,,0,0,530457,0,0,1536543
2021,,0,0,531898,0,0,1553102
2022,,0,0,531459,0,0,1569541
2023,,0,0,531271,0,0,1583729
2024,,0,0,531543,0,0,1599457
2025,,0,0,531424,0,0,1615576
2026,,0,0,531413,0,0,1632587
2027,,0,0,531460,0,0,1662540
2028,,0,0,531432,0,0,1681568
2029,,0,0,531435,0,0,1699565
2030,,0,0,531442,0,0,1715558
2031,,0,0,531437,0,0,1734563
2032,,0,0,531438,0,0,1758562
2033,,0,0,531439,0,0,1777561
2034,,0,0,531438,0,0,1795562
2035,,0,0,531438,0,0,1823562
2036,,0,0,531438,0,0,1842562
2037,,0,0,531438,0,0,1865562
2038,,0,0,531438,0,0,1884562
2039,,0,0,531438,0,0,1904562
2040,,0,0,531438,0,0,1924562
