year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,104208.02396,77113.9377306
2018,104208.02396,77113.9377306
2019,104208.02396,77113.9377306
2020,104208.02396,77113.9377306
2021,104208.02396,77113.9377306
2022,104208.02396,77113.9377306
2023,104208.02396,77113.9377306
2024,104208.02396,77113.9377306
2025,104208.02396,77113.9377306
2026,104208.02396,77113.9377306
2027,104208.02396,77113.9377306
2028,104208.02396,77113.9377306
2029,104208.02396,77113.9377306
2030,104208.02396,77113.9377306
2031,104208.02396,77113.9377306
