year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,63461.1,448110.35,340782.56,59269.15,422254.47,435779.68
2018,67205.3,474162.36,363665.84,61548.96,437637.96,456646.58
2019,72303.74,509593.09,396522.95,64655.95,458559.49,486320.72
2020,74778.31,526266.37,420498.92,66275.35,468404.92,507445.25
2021,76473.92,537729.25,434990.15,67373.95,475173.66,520196.86
2022,77720.15,546065.89,447450.45,68199.1,480096.37,531060.86
2023,78668.67,552318.38,458549.48,68846.07,483788.41,540661.78
2024,79470.83,557528.78,469000.82,69408.97,486865.1,549652.21
2025,80277.78,562739.18,479562.01,69981.05,489941.8,558712.81
2026,81388.39,570033.74,495206.26,70741.11,494249.18,572079.17
2027,82404.97,576286.22,513661.01,71524.88,497941.21,587709.29
2028,83225.16,581496.62,524667.05,72121.29,501017.91,597054.09
2029,84196.26,587749.1,540097.49,72808.93,504709.95,610087.13
2030,84861.74,591917.42,550494.29,73303.75,507171.3,618846.0
2031,85985.84,599211.99,567138.09,74085.77,511478.68,632850.91
2032,87137.15,606506.55,584012.56,74921.82,515786.05,647003.18
2033,88417.25,614843.19,602034.47,75803.32,520708.77,662085.22
2034,89548.2,622137.75,615741.83,76595.4,525016.14,673549.19
2035,90419.4,627348.15,635070.19,77287.74,528092.84,689540.7
2036,91556.72,634642.71,649140.02,78090.2,532400.22,701236.23
2037,92415.4,639853.12,668896.75,78755.13,535476.91,717501.4
2038,93707.19,648189.76,684322.73,79653.58,540399.63,730260.03
2039,94551.82,653400.16,700720.14,80288.43,543476.32,743714.1
2040,96002.87,662778.88,721388.83,81292.11,549014.38,760683.74
