year,Base case cost,Modeled diesel efficiency
2019,326862.358053,524664.183876
2020,353332.54891,543395.573763
2021,370924.804007,554181.091563
2022,384981.921182,561874.897028
2023,396128.952348,567042.358624
2024,406515.689067,571635.038811
2025,417129.957885,576548.233759
2026,430743.021248,584298.608866
2027,446694.347703,594283.079308
2028,458590.598806,600686.978631
2029,471726.549898,608321.257781
2030,481702.214638,613183.506277
2031,496835.517493,622833.107399
2032,513641.794304,634099.873936
2033,530664.868381,645657.752357
2034,546180.12106,655936.703826
2035,562053.851653,666631.212031
2036,578316.684152,677767.015396
2037,593061.82277,687608.610888
2038,611266.391979,700678.652861
